Year,Month,Total,Russian Federation,Germany,Sweden,United Kingdom,China and Hong Kong,France,United States,Japan,Netherlands,Estonia,Norway,Switzerland,Spain,Italy,Poland,Denmark,Afghanistan,Albania,Algeria,United Arab Emirates,Argentina,Australia,Bahrain,Belgium,Brazil,Bulgaria,Chile,Egypt,South Africa,Philippines,Georgia,Hong Kong,Indonesia,India,Iran,Ireland,Iceland,Israel,Austria,Canada,Kazakhstan,Kenya,China,Colombia,Democratic People'S Republic Of Korea,"Korea, Republic Of",Greece,Croatia,Kuwait,Cyprus,Latvia,Lebanon,Liechtenstein,Lithuania,Luxembourg,Malaysia,Malta,Morocco,Mexico,Nigeria,Pakistan,Peru,Portugal,Romania,Saudi Arabia,Sierra Leone,Singapore,Slovakia,Slovenia,"Taiwan, Province Of China",Tanzania,Thailand,Czech Republic,Turkey,Ukraine,Hungary,Uruguay,New Zealand,Belarus,Venezuela,Vietnam,Other
2005,Dec,391713,61046,21731,20833,106783,5690,24379,7961,14177,7626,15090,6600,5697,10169,15152,2878,4803,72,112,95,49,42,2456,76,3493,398,168,84,230,556,30,47,331,180,1706,121,8269,273,723,1591,1397,168,18,5359,38,83,890,6729,207,27,296,2683,29,55,1417,236,130,88,47,266,8,66,4,1243,709,345,1,1023,304,308,248,18,460,1279,706,591,1254,15,247,121,9,14,10860
2006,Jan,421005,152776,28007,21490,38870,4059,31440,10500,10430,16030,17097,6535,8281,6896,10677,3146,5349,111,60,56,47,44,2405,46,3950,359,228,93,135,604,32,49,223,558,2087,116,755,422,961,1834,1355,21,19,3836,16,81,810,2151,247,31,75,1485,76,70,1131,196,118,45,29,181,5,35,17,618,332,26,8,366,341,116,250,3,402,1269,804,1538,1143,112,372,114,15,37,14351
2006,Feb,315369,34291,36125,23800,40835,4808,35149,9617,10827,20281,16352,8396,8041,5310,6291,3308,5688,84,57,77,33,79,1174,104,4317,419,253,113,124,476,39,75,252,311,2562,232,882,1034,1011,2061,1656,88,7,4556,35,165,817,1028,215,3,94,1246,15,22,1163,112,100,35,45,213,9,65,33,1049,469,268,14,354,369,85,206,2,285,1386,501,418,1475,13,258,24,23,31,11529
2006,Mar,357600,40699,38211,31625,36463,6089,30019,16707,10069,18480,16828,13367,7828,6962,8030,4751,7384,116,143,280,31,106,1823,95,5104,452,527,134,164,956,82,105,339,138,3088,429,1004,888,1646,3031,2851,46,9,5750,7,117,988,1273,236,12,349,2420,28,27,1276,276,394,29,42,189,15,65,27,1649,888,384,10,505,540,541,296,17,408,1591,597,379,2580,9,273,232,29,11,16042
2006,Apr,256636,31966,24686,34159,20688,5876,10644,12844,5960,7043,11045,12024,3897,8124,6606,3432,5496,57,57,160,24,62,1676,132,3286,465,222,63,114,360,101,114,117,126,2486,98,1151,740,852,2873,2025,214,60,5759,26,50,1129,878,154,31,172,2294,28,39,1102,156,206,29,37,296,14,46,5,909,526,273,2,322,622,239,480,7,789,1562,573,217,2791,759,199,84,12,6,11688
2006,May,328895,31294,34097,51238,22992,8096,9525,18911,9709,10063,12431,12161,4660,5478,7481,7747,11237,114,145,149,59,223,2897,178,3361,820,229,132,236,518,210,162,209,140,3725,112,1285,852,1079,3096,2317,150,42,7887,45,177,2997,1080,350,105,169,2502,25,7,1517,219,349,84,104,443,24,104,25,738,946,458,10,591,1113,579,1340,48,720,1995,1044,355,2605,366,403,93,171,27,17520
2006,Jun,538035,44358,72155,63644,36303,11333,18316,30806,15596,27062,14400,19077,12890,12462,15849,9596,15994,204,121,128,102,226,6131,136,6199,1461,349,137,197,1138,120,137,589,374,3795,321,2477,1313,1185,6310,4523,62,143,10744,74,138,4172,2755,391,345,293,4400,40,23,1933,378,529,94,147,574,30,157,36,1800,1368,571,142,879,1162,954,2773,113,987,3127,1516,706,4199,165,727,96,52,221,31505
2006,Jul,744113,66964,100654,134019,31434,10252,21680,25955,15474,34729,21277,69678,28108,17565,22619,9887,17171,304,100,243,66,158,7009,27,7648,1010,380,360,178,809,158,178,919,217,2526,216,2876,1079,1485,10960,3489,196,93,9333,82,239,3053,4454,288,281,228,4097,35,53,1763,582,271,79,21,633,43,57,37,1599,1527,532,103,328,1175,927,2394,48,934,4398,832,507,3650,162,733,886,18,116,27465
2006,Aug,674129,67025,83348,89578,39812,11994,23892,26806,19519,27186,21551,23694,16220,30892,44172,8896,11600,182,98,199,123,386,5813,136,6680,1119,340,362,324,514,101,149,2289,212,3428,372,3674,1519,2014,7224,3918,316,56,9705,73,163,3891,4081,329,470,225,4411,46,39,2716,733,305,64,40,770,74,72,69,2517,1562,536,19,528,852,636,1528,53,544,2934,1249,447,3840,1174,637,1505,61,123,37375
2006,Sep,389427,35167,37807,47661,27347,15930,11127,22028,17777,11048,14088,11424,5945,9419,9938,6583,9485,118,61,158,43,203,4468,169,4582,860,450,331,236,524,345,143,822,804,4162,223,1708,928,1172,3902,2555,126,59,15108,49,147,4300,1670,432,138,333,3672,105,51,1753,303,304,150,61,607,101,148,65,1658,1026,425,29,739,681,885,985,44,984,2741,984,493,2645,210,562,135,77,438,22263
2006,Oct,298878,37029,26387,34027,22262,9276,9649,14090,10320,8015,14500,9813,4031,5707,7446,5865,8877,181,335,83,70,120,2274,212,3438,874,404,346,452,386,102,222,381,163,4958,176,1431,964,1391,2867,2662,70,14,8895,63,141,1370,1239,265,57,305,2282,42,28,1756,265,197,100,36,277,43,58,43,1498,923,252,41,422,590,836,404,12,283,1637,1025,890,2429,11,314,198,98,46,17637
2006,Nov,310238,45035,28292,31953,24733,8091,10185,10991,9821,8321,16589,13312,4883,5149,8877,6633,7503,305,89,140,48,110,1541,4,3926,614,696,250,303,424,120,175,191,222,3490,129,1147,553,1196,3612,2215,158,80,7900,20,224,1153,1452,355,147,242,2579,62,108,1609,243,184,98,83,259,151,129,30,954,1049,369,11,587,723,811,506,3,229,2832,873,1440,2189,19,255,501,26,17,17710
2006,Dec,470700,90847,24670,20101,137112,5471,20621,8204,13525,10477,18349,6704,7435,11306,15394,4211,4291,56,67,70,61,35,2663,64,4023,388,500,114,160,330,147,58,647,106,3206,243,8843,284,650,1652,1467,99,23,4824,30,106,817,8061,493,60,188,3447,33,67,1739,262,210,202,39,165,15,53,20,977,1885,237,8,731,1073,212,362,57,444,1115,657,1242,2057,5,211,248,10,9,13655
2007,Jan,504790,205276,31886,23128,47218,4265,35635,10415,11904,14183,18521,6545,10523,5318,10143,4307,6093,179,202,102,190,46,2307,71,3788,564,669,150,135,617,100,143,123,33,3033,186,1329,519,827,2003,1443,120,23,4142,4,80,918,2490,217,15,172,2609,11,73,2672,178,179,43,38,175,42,33,24,703,824,206,18,460,2092,431,297,12,841,1128,974,2378,1502,103,179,572,3,21,13669
2007,Feb,346894,45045,36600,24548,48440,3514,32711,9298,11479,22331,16812,8297,9243,7092,7141,3658,6246,32,41,67,53,58,1256,45,5946,500,351,242,227,517,61,90,284,152,2939,150,1206,323,1186,2583,1309,65,18,3230,52,125,852,1167,198,7,97,2371,107,27,1499,260,86,21,14,134,40,69,137,1224,705,403,8,275,1682,760,217,0,641,2033,929,323,2133,19,193,133,16,41,12510
2007,Mar,402881,57346,44596,32711,40527,4628,33451,17295,10713,18593,19747,13120,7737,9875,9848,5890,8174,138,88,167,195,116,1539,21,5270,536,274,335,127,784,199,80,173,302,4242,92,1319,697,2066,3871,2282,71,112,4455,59,121,1213,1675,183,42,185,2757,109,32,1546,374,330,12,16,261,58,92,61,1117,1007,282,6,554,1573,532,473,39,729,2246,865,688,2677,19,252,233,123,23,16515
2007,Apr,285879,38292,29859,32726,25944,4553,10224,13093,5676,8061,10989,12074,4149,9451,8513,3722,5323,102,83,171,119,138,1876,14,3493,536,465,166,196,388,79,41,116,64,3793,124,1068,987,3756,2878,2738,46,109,4437,145,119,1011,977,238,3,60,2866,18,110,1393,177,259,110,11,293,49,62,35,1074,716,270,1,489,915,724,482,21,857,2672,926,347,1708,57,131,108,26,27,15760
2007,May,355170,33961,37523,51097,26516,7098,11414,18991,9278,10346,14147,10367,5582,6697,8954,6379,8010,256,256,149,152,211,2977,35,4711,935,628,707,157,519,91,1488,257,179,5449,624,1565,1559,1253,4314,2830,268,114,6841,157,153,2171,2002,464,51,336,4247,16,54,1945,242,211,516,18,318,72,71,160,1373,1511,384,12,850,635,916,795,16,534,2212,1865,867,2187,292,272,450,68,29,21813
2007,Jun,551811,50526,77379,61961,38636,11159,17834,31320,15969,25595,16307,17689,14303,12626,14750,8170,14665,172,307,95,113,471,6656,69,6504,1804,590,354,285,1181,172,218,873,249,6510,358,2327,1591,1439,5995,5094,91,103,10286,164,256,3814,3167,511,38,131,4275,54,59,1770,246,425,73,66,648,60,75,40,1631,2351,601,50,903,1007,956,3167,10,668,2742,1487,627,2764,87,847,209,95,155,32786
2007,Jul,753455,86514,98492,128096,31171,9492,22648,28570,16245,34581,27151,65613,28280,19510,20435,8258,14932,491,79,102,158,634,6510,90,6450,1238,384,239,188,504,103,130,932,190,3430,130,2793,882,1140,9420,3447,563,25,8560,247,166,2442,2283,270,114,52,4325,24,42,2321,549,298,55,50,446,27,46,28,2019,1847,645,175,727,976,1323,2288,112,1109,4468,784,1271,3357,590,556,896,141,61,27525
2007,Aug,706353,86903,90510,88615,36596,14737,22729,29498,20444,25271,22319,24161,14952,34710,44732,7922,11477,181,108,282,191,551,6101,173,5447,1266,619,294,200,532,187,194,517,114,4629,204,3720,1017,2245,6311,3711,284,162,14220,151,270,5413,3202,350,224,187,6068,15,129,2772,591,255,46,119,742,126,71,43,2659,1922,545,14,1266,774,992,1448,262,1659,4166,1099,760,2909,830,732,2327,90,77,32012
2007,Sep,380395,42451,38627,45101,24665,12628,12418,22078,16864,8712,14549,12974,6507,9610,9139,6837,9494,431,107,155,100,321,4246,48,2804,1342,562,226,88,803,121,94,377,100,4603,322,1357,1258,964,3425,3403,105,13,12251,32,124,1909,1347,419,18,146,4111,61,58,3043,281,290,41,51,373,67,236,67,1372,1343,299,21,867,1437,400,686,272,1459,1667,786,523,1826,10,498,86,44,18,21827
2007,Oct,304471,40324,30815,34278,20744,10028,8198,14856,12794,7893,14599,11548,3954,5668,6806,5923,8149,76,68,123,104,157,2572,42,2429,1040,363,110,122,316,81,104,270,149,3856,181,1514,1264,540,2296,2400,69,143,9758,38,92,1229,838,291,17,63,2220,24,49,1666,177,114,64,27,553,30,202,12,995,1239,204,17,715,707,382,611,562,494,1639,1494,766,2772,2,336,264,23,236,16583
2007,Nov,319474,59669,28685,33297,22923,9702,8374,11415,11541,6584,16156,12924,4255,4449,8607,5015,7583,253,117,149,49,66,2026,51,2898,801,335,197,82,427,116,74,175,19,3861,139,1375,787,581,3246,2344,189,175,9527,33,118,930,868,496,23,111,1893,69,171,1643,209,255,57,52,338,44,234,2,704,772,197,0,775,526,706,407,424,319,2384,1128,2021,1900,15,260,1701,29,43,16379
2007,Dec,514788,109869,27175,20480,152554,6342,22772,9583,13140,9071,20627,6135,6868,13526,15465,3394,4125,100,36,170,92,70,3138,11,3339,611,388,104,115,629,130,31,470,103,3244,215,8440,343,771,1895,1811,57,96,5872,28,31,896,7543,618,33,108,4498,32,63,2120,267,182,211,31,296,24,207,7,782,1783,177,8,628,412,589,323,2,605,1412,791,2016,1101,9,241,216,13,27,13051
2008,Jan,564856,240958,34353,24901,62098,5225,29445,10751,10277,14971,17945,8096,9243,6655,11227,4339,6488,129,63,144,52,62,2281,35,3637,796,372,71,170,437,78,152,166,26,4676,306,1584,600,647,2044,1922,77,13,5059,36,464,1199,2419,1021,172,108,2806,151,171,3228,292,75,25,59,295,23,161,48,1028,903,172,8,562,559,560,577,42,367,1585,650,4151,1363,113,193,306,10,28,16355
2008,Feb,413639,59835,44218,26063,67654,4824,34498,10540,12730,23203,18646,10173,9528,8126,8524,4567,6700,123,68,204,73,56,1519,40,5419,759,526,100,136,534,65,88,527,72,5060,409,2082,402,1137,2163,1715,69,20,4297,36,57,878,1289,448,161,102,2367,54,161,1743,316,106,23,20,383,11,274,7,1205,868,266,12,502,693,643,477,14,709,1962,870,672,1480,25,169,260,20,29,16835
2008,Mar,427410,65479,41792,30361,54921,5836,29330,17826,11693,17601,16970,13345,7446,13778,9519,5346,10908,189,60,77,86,116,1721,51,4646,776,561,193,111,673,153,81,296,95,5571,302,2457,564,5766,3332,2274,42,41,5540,79,89,1059,977,326,11,239,3552,42,66,1632,494,360,51,58,268,10,238,64,1396,1498,289,7,712,1047,876,803,6,647,2034,1158,928,1633,15,295,168,69,25,16264
2008,Apr,319900,43309,29519,34937,35384,6375,10943,13471,6683,9078,12316,12623,4025,6491,8562,5759,9330,179,108,138,72,110,1962,121,3487,745,545,289,123,604,245,116,158,186,5813,335,1677,934,806,2632,2232,100,37,6217,60,49,1517,1060,382,33,150,3590,39,72,1887,257,285,48,69,251,51,245,48,1536,1070,406,20,684,1057,531,632,11,1113,1908,1646,863,1776,36,146,264,20,31,17281
2008,May,373883,51294,40759,46432,26818,8993,12168,20240,9336,10087,12668,10470,5021,6650,10657,6071,9487,128,141,191,111,120,4532,78,3394,1160,458,239,270,505,116,194,310,190,7453,370,2010,1313,554,5102,2440,175,65,8683,62,270,1973,1159,293,141,125,5094,70,71,2434,260,319,78,74,370,21,247,65,1133,2668,375,10,549,823,505,824,28,728,2743,1695,546,1831,27,425,81,21,27,18265
2008,Jun,538146,61431,83548,64304,32051,10770,16730,27579,14896,21832,16813,18275,11868,9787,14677,7007,14469,258,143,105,158,190,7349,209,4953,1413,368,158,250,894,202,335,772,221,6956,556,2240,1475,1190,5488,4343,69,73,9998,61,318,3090,2182,553,125,162,4307,39,62,2699,336,664,69,86,678,77,359,54,1716,2745,805,56,636,794,726,1859,59,817,2530,1618,761,2482,35,1046,328,406,176,26227
2008,Jul,733250,104996,91772,131483,27618,9904,21908,26527,16039,29917,27256,49145,25545,16011,18843,8412,12579,279,73,66,141,274,8347,236,6223,1333,769,79,158,881,95,199,811,137,3676,199,2823,655,1295,9859,3867,760,71,9093,30,151,2374,2421,691,259,114,4200,46,97,2840,512,180,39,38,568,40,132,106,1453,2000,1026,20,454,877,815,1876,103,1491,4133,1171,459,3258,26,920,355,15,184,27422
2008,Aug,691471,108600,85343,83068,36800,9798,22581,25393,21546,21339,21814,20035,14845,28020,43550,7880,11495,192,65,197,209,516,6775,191,5481,1585,980,256,286,657,121,275,380,174,4780,377,3337,1251,2811,7526,4429,353,242,9418,52,224,5208,3840,542,112,420,6269,69,212,3037,553,285,189,69,589,116,237,94,3103,2200,795,45,691,1415,1077,1180,77,1472,5101,1468,912,3036,413,570,2077,1505,133,27113
2008,Sep,392223,48377,43341,45888,25094,9106,11200,21384,16963,9249,13590,12202,6265,8448,10471,6608,9952,232,207,113,87,260,5144,44,3757,1382,469,255,194,683,154,180,277,307,5649,370,1519,1028,1316,3957,3679,302,34,8829,76,141,1935,1273,363,17,130,3707,28,77,2051,227,185,59,63,573,53,535,112,1456,979,388,62,721,854,1037,575,82,4339,2288,968,769,2073,37,491,386,137,172,24238
2008,Oct,313669,51470,30567,35117,19380,7203,9242,13258,11123,7872,12855,10532,3805,5410,7838,5242,8251,250,87,64,117,88,2777,42,2994,1067,459,191,290,622,79,209,210,418,5714,316,2555,878,628,2888,3186,235,34,6993,86,133,1609,1030,435,19,119,3522,49,53,1610,172,175,49,93,442,34,498,100,1349,908,544,16,706,724,524,432,51,875,1986,1668,912,2065,43,281,355,61,118,17267
2008,Nov,314712,72688,27292,29765,18930,7352,8325,10140,9889,6394,15447,12448,4586,4938,8375,4798,6405,97,181,70,186,134,1890,25,2403,525,389,53,90,688,112,181,123,148,4872,124,1007,383,513,2972,1830,489,10,7229,40,176,1262,707,647,23,106,1792,46,64,1651,203,136,56,16,355,57,352,37,626,936,509,28,439,449,535,292,19,435,2789,955,2272,1579,15,195,1576,39,43,18759
2008,Dec,511276,121896,27466,19585,140971,6507,24078,7278,12845,10534,19307,5187,7070,12194,15173,2886,4109,133,104,103,94,115,3940,77,4025,334,396,55,226,518,185,157,789,47,3777,72,5927,245,540,1936,1763,170,16,5718,18,75,1045,6346,426,12,56,4222,126,50,2632,284,187,173,31,228,29,174,67,1192,1834,265,0,694,425,418,348,32,455,1321,963,2287,902,5,244,460,26,57,14619
2009,Jan,548553,256189,32811,21949,54706,5247,29350,8540,9628,15651,13355,6476,9635,5334,11171,4435,4772,106,51,37,46,72,2101,63,2616,486,500,63,176,687,39,95,900,50,3587,95,825,324,693,1948,2298,401,46,4347,33,211,759,2582,241,2,98,2178,157,28,2401,274,229,101,37,323,9,171,47,661,654,281,48,302,619,808,238,8,481,1363,837,6427,1389,6,128,510,14,136,11861
2009,Feb,341568,51228,38773,23920,50752,3471,30917,7501,11772,19685,12653,7115,8222,6482,6851,4166,4457,180,48,198,76,43,1868,79,4762,540,369,80,258,185,71,144,252,60,3754,128,953,263,748,2315,1245,109,24,3219,36,97,668,601,365,58,122,1845,33,88,1349,442,246,45,53,366,10,250,16,1201,627,463,8,401,628,372,303,1,369,2235,1028,727,1352,17,181,214,21,41,14753
2009,Mar,359097,62719,41214,28862,37572,4678,25213,9793,9906,16723,14728,9734,7010,8455,8008,4929,5887,154,129,99,41,100,1335,38,4113,598,533,82,192,591,189,173,324,108,4205,149,776,395,3253,3934,1860,243,86,4354,39,106,888,1260,179,11,71,2769,71,126,1896,176,394,42,81,327,125,214,24,886,1314,272,20,424,629,618,412,95,659,2380,992,617,2222,2,88,136,54,73,14920
2009,Apr,264111,40014,24163,30116,31463,4978,9973,10089,4936,7164,9423,9807,4055,6960,7194,3701,5048,80,388,87,108,95,1887,38,3396,490,537,105,163,215,103,133,282,87,4524,85,887,374,1527,2631,2003,220,29,4696,68,102,988,1095,130,23,120,2617,58,68,1443,153,242,226,26,363,37,144,77,1257,880,243,53,300,395,389,350,14,849,1537,1053,505,1317,18,155,70,42,17,12433
2009,May,338734,54598,33377,43173,23354,5423,10402,16763,7247,11128,10861,9404,8343,7170,10213,5722,7399,314,149,48,223,216,3281,38,3947,1029,497,118,238,554,194,182,245,173,5899,265,1496,726,1041,3786,3147,60,137,5178,165,174,1409,2984,328,45,264,3174,85,151,1586,313,388,50,111,392,125,306,18,1686,1491,340,129,449,805,465,602,107,585,2501,1736,486,1924,21,202,169,61,34,15115
2009,Jun,474691,68979,69949,54023,33388,7414,14214,21295,11089,21026,12739,15399,12183,10275,12520,7996,12194,397,115,58,215,286,5008,63,4184,1268,634,133,264,647,314,363,495,127,5255,397,1822,1339,1145,5778,4062,129,112,6919,181,953,1981,2261,518,38,144,2809,53,201,2083,366,531,112,90,521,215,311,25,1990,2208,417,109,724,744,731,1419,68,501,2950,1812,538,2016,33,453,289,136,22,17926
2009,Jul,648530,94282,84436,103783,29663,6410,19255,19501,13660,25142,20285,39856,23296,14491,18971,7800,12517,112,61,31,184,294,7594,64,5908,2929,442,141,115,705,232,198,789,174,2650,226,3407,272,1427,10038,4509,541,105,5621,199,248,1697,2810,219,144,189,3501,81,206,2614,495,180,111,106,693,161,104,43,2246,1979,703,152,578,708,953,1268,99,818,3773,1294,608,2832,10,836,481,37,271,32966
2009,Aug,620723,97524,81325,69750,32905,9004,23052,23706,18037,20994,17239,16242,13383,22642,38328,7010,10330,142,132,44,235,542,5262,136,5238,1426,700,165,218,598,399,210,1062,70,4066,414,2295,1610,2709,6366,4436,405,215,7942,262,368,4162,3141,398,98,169,3995,35,122,1987,460,186,130,106,755,112,230,99,2642,2122,504,40,400,743,938,889,110,1484,3721,1802,1019,3297,423,692,1897,56,151,32470
2009,Sep,348347,43792,36625,42238,23556,8112,9894,19909,14395,8244,12190,10078,5733,6754,9373,4853,8013,304,94,132,214,171,3520,40,3092,1152,648,178,142,579,1122,146,384,415,4842,263,1468,602,1333,3823,2836,291,166,7728,65,182,1842,1295,296,12,224,2707,78,168,1778,220,198,158,33,417,131,282,24,1454,1439,268,49,441,1201,402,583,39,2643,2251,1559,589,1958,25,303,132,193,322,22942
2009,Oct,282996,48061,29764,29801,20448,5823,7954,12598,10031,7063,12085,9320,3714,4958,6881,4907,7076,159,123,108,151,251,2179,5,2621,725,721,96,171,413,270,127,172,149,4716,132,1480,1221,549,2978,2118,63,166,5651,79,192,1077,919,648,33,123,2683,11,169,1666,304,119,63,89,418,175,292,60,1437,935,660,46,477,1146,241,369,21,516,1840,1289,533,1665,30,164,828,32,24,13624
2009,Nov,286500,61711,26906,27149,17700,6085,7838,9706,9535,6185,14394,10217,5063,4384,7915,4763,5611,243,45,23,109,152,2357,28,2616,701,667,115,135,405,261,158,141,230,4795,185,952,323,622,3083,2125,890,82,5944,97,136,1133,542,359,12,67,1859,65,67,1244,261,231,40,58,327,178,311,41,1433,1248,393,121,836,933,384,357,151,479,2275,1087,1683,1580,25,167,1629,45,126,11971
2009,Dec,449857,100429,26537,19238,108785,7056,24825,7492,14127,10208,17864,5631,6984,11335,14233,3653,4145,213,74,44,228,146,3375,37,3416,533,588,50,240,429,163,161,1113,194,3845,145,2561,258,654,2241,1656,408,98,5943,33,152,815,4787,230,35,298,3309,40,16,1700,582,207,94,42,232,71,312,45,2019,1861,170,85,1320,315,289,478,20,778,1349,826,2171,1167,2,129,398,59,219,11847
2010,Jan,495368,235759,28200,19642,41191,3983,25840,8728,8794,16706,14855,5552,8307,5016,9094,4690,4095,200,37,24,84,72,1744,96,2437,567,370,73,74,350,188,141,270,64,3552,91,749,249,689,2084,1602,98,57,3713,37,82,1007,2420,173,19,81,2256,47,22,1550,168,170,30,59,404,68,409,17,1362,1252,128,51,397,360,416,389,69,354,1292,1054,4231,1241,6,103,130,17,147,13223
2010,Feb,349505,61139,36403,21542,39225,4833,30649,7726,13833,24512,17010,7572,8824,6311,7336,3977,4258,138,81,23,69,74,1395,18,5086,560,391,78,98,335,224,145,790,175,4141,53,820,170,1905,2687,1190,304,83,4043,27,180,986,666,139,20,138,2511,134,41,1657,377,146,39,20,499,111,392,18,1498,1064,79,55,367,565,401,453,17,675,1941,977,504,1131,20,154,151,33,14,11079
2010,Mar,380711,68892,40402,27526,32880,6361,24080,11274,10046,16783,22376,10825,7193,9334,8833,5988,6383,191,40,117,230,95,1398,11,3940,748,1500,100,123,385,384,139,234,52,6293,119,1168,634,3728,4353,1467,169,32,6127,27,128,1143,1179,279,112,167,3490,54,8,1665,302,354,38,45,395,91,410,31,2051,1301,83,22,466,987,833,472,135,744,2449,1316,570,1430,26,147,380,43,32,14353
2010,Apr,257147,46713,24354,30095,21070,3576,8978,8811,4755,6557,11401,10260,3753,5703,5918,4066,4678,122,18,9,151,104,1928,10,2950,688,362,150,106,422,254,100,175,163,4587,110,1248,516,1810,2431,1534,77,117,3401,43,303,947,1127,510,19,205,2112,25,8,1304,262,262,102,79,303,106,233,23,1131,1465,57,26,207,1855,384,576,12,907,1414,668,367,1283,12,157,194,25,71,14132
2010,May,328386,55554,30431,44525,20942,5992,10304,15815,7458,9485,12167,9852,5156,5294,8177,4681,6801,369,96,118,162,248,3035,3,3228,1464,446,207,208,579,125,117,159,91,6453,470,1149,826,827,3681,2655,121,218,5833,75,112,1726,1047,393,7,133,3964,34,45,1865,283,238,70,46,348,138,266,26,1172,1504,187,255,447,1301,314,923,156,1620,2145,1242,671,1315,113,266,916,41,183,17277
2010,Jun,486079,60777,65817,52840,29359,10915,16677,23914,11767,19790,15840,14264,12533,9541,12402,7294,11257,368,279,126,202,419,6122,16,5134,1886,689,252,415,921,264,222,583,362,7310,389,1868,894,1975,5776,3980,139,199,10332,164,302,2926,2552,377,44,177,4102,127,18,1993,343,495,122,87,721,174,312,39,2485,2761,547,132,525,894,717,1018,112,568,2766,1977,713,2238,64,575,699,68,110,25926
2010,Jul,692975,107631,90466,118975,28445,7328,20747,22704,14290,22449,23105,45841,24990,15965,17053,9095,13846,130,57,206,294,416,6788,27,6236,2350,318,159,252,616,272,240,955,271,2815,285,2433,759,1960,10638,4103,465,51,6373,312,307,2765,2035,432,286,253,3916,75,31,2951,645,320,27,34,685,140,225,45,1778,1497,599,52,460,1236,1365,1450,101,1962,4173,1714,1375,2695,19,477,2471,150,40,21478
2010,Aug,640894,109817,83872,77903,31587,10578,21243,24218,18210,16603,21665,18530,14901,22914,33598,7574,9029,76,52,64,335,351,5131,8,5221,1937,470,214,149,813,396,337,408,165,4098,383,2124,1418,3783,6870,4409,265,72,10170,132,488,3424,1975,300,60,276,4897,43,52,3050,542,283,342,49,622,195,339,83,2998,1997,251,79,392,1294,881,948,57,2018,3130,3385,1044,2877,130,490,2880,108,115,26707
2010,Sep,372591,54300,33951,41889,22864,11162,10431,21543,15972,8471,17308,10543,5599,8944,8781,6292,7496,192,41,72,180,301,4341,9,3343,1271,391,215,237,518,705,144,327,709,5856,413,1226,782,1347,4257,3149,345,83,10835,160,475,2223,1357,330,21,127,3134,71,119,2484,193,391,110,75,476,172,250,102,1550,1602,214,70,564,883,548,670,76,4280,2538,1652,849,2162,132,331,286,63,138,14878
2010,Oct,295442,55531,25511,29023,19038,6167,8792,15533,8605,6657,16690,9246,3624,5573,7491,4898,7320,216,37,45,281,151,1936,1,2550,823,374,157,221,413,250,116,207,84,5889,266,1225,1043,520,2430,2225,394,87,5960,135,258,1316,643,291,11,77,2610,39,10,1771,214,249,42,119,419,101,216,32,1147,895,425,43,438,787,387,512,23,565,1742,1231,980,2092,75,178,611,72,176,16910
2010,Nov,331470,84943,26118,33461,20956,5635,9104,10632,10583,6544,16703,10556,4706,5740,8780,5363,6309,164,141,68,142,242,2216,14,2903,567,428,136,217,272,153,86,182,91,4103,193,828,659,387,3513,2657,763,47,5453,54,69,1326,761,308,55,146,2517,34,141,1776,219,219,41,28,356,97,128,10,1059,648,382,78,446,927,602,384,68,453,2401,1478,2265,2301,53,191,1549,48,50,15044
2010,Dec,457537,115368,24755,20428,98715,6507,26569,7584,12491,11222,16309,6336,8273,13469,14926,3984,4137,100,73,50,174,65,3643,7,3493,628,661,184,197,585,238,69,1207,194,3560,152,1989,410,439,2116,1484,155,85,5300,158,73,941,3162,306,10,95,3493,62,29,1971,386,343,26,26,306,107,105,20,1644,2218,112,47,1319,335,400,477,16,974,1945,683,2686,1449,22,211,416,76,51,12506
2011,Jan,541424,271538,28534,22427,34157,3710,26126,9490,9471,18132,18047,6567,10320,6698,9422,3935,5304,192,27,18,150,57,2059,32,3528,735,545,79,201,463,99,102,388,118,3218,165,858,419,521,1923,1667,134,46,3322,65,53,1310,1697,165,9,227,2725,0,13,1571,206,209,51,42,253,31,49,13,975,806,129,31,244,517,485,317,63,513,1353,1217,4987,1467,22,147,599,24,37,13858
2011,Feb,354435,59872,35573,24477,35443,3849,30716,9064,13290,22715,16629,8317,11143,7250,7183,5026,5620,148,45,28,189,84,1687,65,4718,529,304,102,145,370,84,192,591,50,3636,87,830,368,1731,3204,1738,189,54,3258,109,132,1249,797,191,10,83,2462,67,37,1777,273,146,134,69,234,91,74,36,1182,902,276,44,285,833,380,277,52,606,1979,1437,909,1574,47,190,294,25,12,14567
2011,Mar,424321,95242,44927,32781,32138,5070,25720,12888,12652,20147,19840,14627,7709,9332,7982,6735,7056,187,105,31,163,206,1735,6,5181,841,489,145,141,445,186,186,308,160,4464,134,1014,485,4043,4169,1640,133,54,4762,105,130,1067,1037,254,8,107,3558,22,13,1529,402,125,42,116,221,84,95,24,1663,1110,107,112,480,703,743,468,85,849,2828,1198,1053,1704,92,137,258,46,200,15287
2011,Apr,307835,66808,25693,34141,21905,4880,10304,12857,5018,7131,12709,12314,5228,8598,7430,4396,5900,88,51,54,214,109,2178,4,3803,765,744,202,208,389,190,109,211,169,4309,122,1649,804,862,3022,3866,62,120,4669,136,73,1334,741,595,64,179,2302,38,31,1374,216,214,37,50,376,74,241,43,1309,1255,162,27,1219,972,799,426,44,1240,2406,1040,769,1812,17,158,298,23,82,11374
